ActionAffinity/&DHFeeblemindSpellDescription	Kann keine Zauber wirken.
Item/&CraftingManualRecipePrimingCEHandXbowTitle	Erstklassige Armbrust
Item/&CraftingManualRecipePrimingCELongMaceTitle	Erstklassiger langer Streitkolben
Item/&CraftingManualRecipePrimingCEPikeTitle	Erster Hecht
Item/&ForceArtilleryProjectileDescription	ForceArtilleryProjectile.
Item/&ForceArtilleryProjectileTitle	ForceArtilleryProjectile
Item/&Handwraps+1Title	Handwickel +1
Item/&Handwraps+1UnidentifiedTitle	Handbandagen von guter QualitÃ¤t
Item/&Handwraps+2Title	Handwickel +2
Item/&Handwraps+2UnidentifiedTitle	PrÃ¤chtige Handwickel
Item/&HandwrapsOfForceTitle	Kraftvolle Handwickel
Item/&HandwrapsOfForceUnidentifiedTitle	PrÃ¤chtige Handwickel
Item/&HandwrapsOfPullingTitle	Handbandagen des Ziehens
Item/&HandwrapsOfPullingUnidentifiedTitle	PrÃ¤chtige Handwickel
Language/&AbyssalDescription	Die Sprache des Abgrunds war die Form der ursprÃ¼nglichen Sprache, die vom BÃ¶sen des Abgrunds umhÃ¼llt und verdreht wurde.
Language/&AbyssalTitle	Abgrundtief
Language/&GnomishLanguageDescription	Eine alte solastanische Sprache, die von Gnomen bewahrt wurde, die in den tiefen WÃ¤ldern von Solasta leben, hat die Katastrophe Ã¼berlebt.
Language/&GnomishLanguageTitle	Gnomisch
MainMenu/&ExportPdfDescription	Stufen Sie diesen Helden herunter.
MainMenu/&ExportPdfTitle	Einebnen
Message/&CharacterExportDuplicateNameErrorDescription	Export abgebrochen:\n\nEin Held mit diesem Namen existiert bereits im Pool.\nBitte versuchen Sie es mit einem anderen Namen.
Message/&CharacterExportEmptyNameErrorDescription	Export abgebrochen:\n\nBitte versuchen Sie es mit einem nicht leeren Namen.
Message/&CharacterExportModalContentDescription	Geben Sie den zu exportierenden Heldennamen ein:
Message/&CharacterExportModalTitleDescription	Zeichenexport.
Message/&LevelDownConfirmationDescription	Diesen Helden runterleveln?
Message/&LevelDownMultiplayerAbortDescription	Kann wÃ¤hrend einer Multiplayer-Sitzung nicht absteigen.
Message/&MessageModWelcomeDescription	Der Community Expansion Mod ist vollgepackt mit aufregenden Funktionen, aber standardmÃ¤ÃŸig sind keine aktiviert. DrÃ¼cken Sie <color=yellow>Strg-F10</color>, um die Unity Mod Manager-BenutzeroberflÃ¤che [UMM] zu Ã¶ffnen, und klicken Sie dann auf das Einstellungssymbol neben â€žCommunity-Erweiterungâ€œ, um die Einstellungsseiten zu Ã¶ffnen.\n\n Erkunden Sie die Optionen und wÃ¤hlen Sie diejenigen aus, die Ihnen gefallen. Die UMM-BenutzeroberflÃ¤che wird nun geÃ¶ffnet.
Message/&MessageModWelcomeTitle	Community-Erweiterungs-Mod
Message/&RespecMultiplayerAbortDescription	Respec wÃ¤hrend einer Multiplayer-Sitzung oder auf der Erkundungskarte nicht mÃ¶glich.
Message/&SpawnCustomEncounterDescription	Spawn-Begegnung an den Koordinaten ({0}, {1})?
Message/&SpawnCustomEncounterErrorDescription	Begegnungen kÃ¶nnen in einem Multiplayer-Spiel nicht gespawnt werden. Noch...
Message/&SpawnCustomEncounterTitle	Begegnen
Message/&TeleportPartyDescription	Gruppe zu Koordinaten ({0}, {1}) teleportieren?\nSie kÃ¶nnen Quests oder Karten zerstÃ¶ren, wenn Sie sich an einen unentdeckten Ort teleportieren.
Message/&TeleportPartyTitle	Teleportieren
Modifier/&AHWarlockSoulBladePactEmpowerWeaponModifierDescription	Die Waffe verwendet den Charisma-Modifikator fÃ¼r Angriffs- und SchadenswÃ¼rfe und zÃ¤hlt bis zur langen Pause als magisch.
Modifier/&AHWarlockSoulBladePactEmpowerWeaponModifierTitle	Seele ermÃ¤chtigt
Modifier/&AttributeModifierRuinDescription	-3 auf RÃ¼stungsklasse.
Modifier/&AttributeModifierRuinTitle	Ruiniert
Modifier/&CripplingAdditionalDamageDescription	LÃ¤hmender Schaden.
Modifier/&CripplingAdditionalDamageTitle	LÃ¤hmend
Modifier/&DisorientDescription	-1W6 auf AngriffswÃ¼rfe.
Modifier/&DisorientTitle	Desorientiert
Monster/&DHCustomCouatlDescription	Couatls sind wohlwollende Schlangenwesen von groÃŸem Intellekt und Einsicht. Ihre leuchtend gefÃ¤rbten FlÃ¼gel und ihre sanfte Art sprechen fÃ¼r ihre himmlische Herkunft.
Monster/&DHCustomCouatlTitle	Couatl
Monster/&OwlFamiliarDescription	Eule vertraut.
Monster/&OwlFamiliarTitle	Eule
Monster/&PactOfChainCustomImpDescription	Kobolde sind Ã¼berall in den unteren Ebenen zu finden, entweder um Besorgungen fÃ¼r ihre hÃ¶llischen Herren zu erledigen, Rivalen auszuspionieren oder Sterbliche in die Irre zu fÃ¼hren und aufzulauern. Ein Kobold wird jedem bÃ¶sen Meister jeder Art stolz dienen, aber er kann sich nicht darauf verlassen, dass er Aufgaben schnell oder effizient erledigt.
Monster/&PactOfChainCustomImpTitle	Kobold (Kettenpakt)
Monster/&PactOfChainCustomPseudodragonDescription	Der schwer fassbare Pseudodrache lebt an den stillen Orten der Welt und lebt in BaumhÃ¶hlen und kleinen HÃ¶hlen. Mit seinen grÃ¼nen Schuppen, HÃ¶rnern und einem Maul voller scharfer ZÃ¤hne Ã¤hnelt ein Pseudodrache einem winzigen grÃ¼nen Drachen, aber seine Veranlagung ist verspielt.
Monster/&PactOfChainCustomPseudodragonTitle	Pseudodrache
Monster/&PactOfChainCustomQuasitDescription	Quasits befallen die unteren Ebenen. KÃ¶rperlich schwach halten sie sich im Schatten auf, um Unheil und Bosheit zu schmieden. MÃ¤chtigere DÃ¤monen benutzen Quasiten als Spione und Boten, wenn sie sie nicht verschlingen oder auseinandernehmen, um sich die Zeit zu vertreiben.
Monster/&PactOfChainCustomQuasitTitle	Quasit (Kettenpakt)
Monster/&PactOfChainCustomSpriteDescription	Im Gegensatz zu Kobolden geben sich Sprites selten frivoler FrÃ¶hlichkeit und SpaÃŸ hin. Sie sind standhafte Krieger, BeschÃ¼tzer und Richter, und ihre strenge Haltung veranlasst andere Feen, sie fÃ¼r Ã¼bermÃ¤ÃŸig mÃ¼rrisch und ernst zu halten. Feen, die das Territorium der Sprites respektieren, finden sie jedoch in schwierigen Zeiten zu treuen VerbÃ¼ndeten.
Monster/&PactOfChainCustomSpriteTitle	Sprite (Kettenpakt)
Monster/&WitchOwlFamiliarDescription	Eule vertraut.
Monster/&WitchOwlFamiliarTitle	Eule
MonsterAttack/&AttackWarlockDragonStingDescription	1W4 Stichschaden und dem Ziel muss ein Konstitutionswurf gegen SG 11 gelingen oder es wird vergiftet.
MonsterAttack/&AttackWarlockDragonStingTitle	Giftiger Stich
MonsterAttack/&AttackWarlockImpStingDescription	Giftiger Stachel eines Kobolds.
MonsterAttack/&AttackWarlockImpStingTitle	Giftiger Stich
MonsterAttack/&AttackWarlockQuasitStingTitle	Giftiger Stich
MonsterAttack/&DH_Custom_CouatlBite_AttackDescription	Durchdringender Schaden, und dem Ziel muss ein Konstitutionswurf gegen SG 13 gelingen oder es wird 24 Stunden lang vergiftet. Bis dieses Gift endet, ist das Ziel bewusstlos.
MonsterAttack/&DH_Custom_CouatlBite_AttackTitle	Beissen
Power/&AncientForestLifeSapDescription	Wenn du einem Feind mit einem Zauber Schaden zufÃ¼gst, heilst du einmal pro Zug HP in HÃ¶he deiner halben Stufe. Wenn du weniger als die HÃ¤lfte deiner HP hast, heilst du stattdessen HP in HÃ¶he deines Levels, aber nur bis zur HÃ¤lfte deiner maximalen HP.
Power/&AncientForestLifeSapTitle	Lebenssaft
Power/&AncientForestRootedPowerDescription	Baumranken wachsen aus deinen FÃ¼ÃŸen und graben sich in den Boden. Deine Geschwindigkeit wird 0 und du erhÃ¤ltst einen Vorteil bei RettungswÃ¼rfen, um dich zu stoÃŸen, zu ziehen oder dich zu Boden zu werfen. Du kannst VerschrÃ¤nken nach Belieben wirken.
Power/&AncientForestRootedPowerTitle	Verwurzelt
Power/&ClassMonkDiamondSoulPowerDescription	Immer wenn du einen Rettungswurf machst und misslingt, kannst du 1 Ki-Punkt ausgeben, um ihn zu wiederholen und das zweite Ergebnis zu nehmen.
Power/&ClassMonkDiamondSoulPowerTitle	Diamantseele
Power/&ClassMonkEmptyBodyDescription	Du kannst deine Aktion nutzen, um 4 Ki-Punkte auszugeben, um 1 Minute lang unsichtbar zu werden. WÃ¤hrend dieser Zeit haben Sie auch Widerstand gegen jeglichen Schaden auÃŸer Gewaltschaden.
Power/&ClassMonkEmptyBodyTitle	Leerer KÃ¶rper
Power/&ClassMonkFlurryOfBlowsDescription	Nachdem Sie Ihre Aktion zum Angriff mit der MÃ¶nchswaffe ausgegeben haben, kÃ¶nnen Sie 1 Ki-Punkt als Bonusaktion ausgeben, um 2 waffenlose SchlÃ¤ge auszufÃ¼hren. Nur verfÃ¼gbar, wenn du keine RÃ¼stung trÃ¤gst oder einen Schild schwingst.
Power/&ClassMonkFlurryOfBlowsTitle	Schlaghagel
Power/&ClassMonkKiPoolDescription	Du kannst die mystische Energie von Ki nutzen. Ihr Zugang zu dieser Energie wird durch eine Reihe von Ki-Punkten dargestellt. Der HÃ¶chstbetrag entspricht Ihrem MÃ¶nchslevel. Alle ausgegebenen Punkte werden bei kurzer oder langer Pause wiedererlangt. Sie kÃ¶nnen diese Punkte ausgeben, um verschiedene Ki-Funktionen zu nutzen.
Power/&ClassMonkKiPoolTitle	Ki-Punkte
Power/&ClassMonkKiStillnessOfMindDescription	Sie kÃ¶nnen Ihre Aktion verwenden, um einen Effekt auf sich selbst zu beenden, der Sie bezaubert oder verÃ¤ngstigt macht.
Power/&ClassMonkKiStillnessOfMindTitle	Stille des Geistes
Power/&ClassMonkOpenHandDistractDescription	Das Ziel kann bis zum Ende deines nÃ¤chsten Zuges keine Reaktionen annehmen.
Power/&ClassMonkOpenHandDistractTitle	Ablenken
Power/&ClassMonkOpenHandProneDescription	Das Ziel muss einen Geschicklichkeitsrettungswurf bestehen oder zu Boden geworfen werden.
Power/&ClassMonkOpenHandProneTitle	Niederschlagen
Power/&ClassMonkOpenHandPushDescription	Dem Ziel muss ein Kraftrettungswurf gelingen oder es wird 15 FuÃŸ von dir weg gestoÃŸen.
Power/&ClassMonkOpenHandPushTitle	WegstoÃŸen
Power/&ClassMonkOpenHandTechniqueDescription	Du kannst das Ki deines Feindes manipulieren, wenn du dein eigenes nutzt. Immer wenn du eine Kreatur mit einem der Angriffe von deinem Schlaghagel triffst, kannst du diesem Ziel einen der folgenden Effekte auferlegen:\nâ€¢ Es muss ein Geschicklichkeitsrettungswurf gelingen oder zu Boden geworfen werden.\nâ€¢ Es muss einen Kraftrettungswurf machen. Wenn es fehlschlÃ¤gt, kÃ¶nnen Sie es bis zu 15 FuÃŸ von sich wegschieben.\nâ€¢ Es kann bis zum Ende deines nÃ¤chsten Zuges keine Reaktionen annehmen.
Power/&ClassMonkOpenHandTechniqueTitle	Offene-Hand-Technik
Power/&ClassMonkPatientDefenseDescription	Du kannst 1 Ki-Punkt als Bonusaktion ausgeben, um die Aktion Ausweichen auszufÃ¼hren. Nur verfÃ¼gbar, wenn Sie keine RÃ¼stung oder Schild tragen.
Power/&ClassMonkPatientDefenseTitle	Patientenverteidigung
Power/&ClassMonkQuiveringPalmDescription	Wenn Sie eine Kreatur mit einem unbewaffneten Schlag treffen, kÃ¶nnen Sie 3 Ki-Punkte ausgeben, um unmerkliche Vibrationen auszulÃ¶sen, die die Kreatur zu einem Konstitutionsrettungswurf zwingen. Wenn es fehlschlÃ¤gt, wird es auf 0 Trefferpunkte reduziert. Wenn es gelingt, erleidet es 10W10 nekrotischen Schaden.
Power/&ClassMonkQuiveringPalmTitle	Zitternde Palme
Power/&ClassMonkSlowFallDescription	Sie kÃ¶nnen Ihre Reaktion verwenden, wenn Sie fallen, um FallschÃ¤den zu vermeiden.
Power/&ClassMonkSlowFallTitle	Langsamer Fall
Power/&ClassMonkStepOfTheWindDescription	Du kannst 1 Ki-Punkt ausgeben, um die Aktion â€žAusrÃ¼ckenâ€œ oder â€žSprintenâ€œ als Bonusaktion in deinem Zug auszufÃ¼hren, und deine Sprungweite wird fÃ¼r den Zug verdoppelt. Nur verfÃ¼gbar, wenn Sie keine RÃ¼stung oder Schild tragen.
Power/&ClassMonkStepOfTheWindTitle	Schritt des Windes
Power/&ClassMonkStunningStrikeDescription	Sie kÃ¶nnen den Ki-Fluss im KÃ¶rper eines Gegners stÃ¶ren. Wenn du eine andere Kreatur triffst, die nicht mit einem Nahkampfwaffenangriff betÃ¤ubt ist, kannst du 1 Ki-Punkt ausgeben, um einen BetÃ¤ubungsschlag zu versuchen. Dem Ziel muss ein Konstitutionsrettungswurf gelingen oder bis zum Ende deines nÃ¤chsten Zuges betÃ¤ubt sein.
Power/&ClassMonkStunningStrikeTitle	Atemberaubender Schlag
Power/&ClassMonkTanquilityDescription	Einmal pro kurzer Pause kannst du als freie Aktion in einen Zustand der Ruhe eintreten, deine Emotionen beruhigen und dich auf das konzentrieren, was um dich herum ist. In diesem Zustand erhÃ¤ltst du einen Vorteil bei RettungswÃ¼rfen gegen Zauber und Feinde werden benachteiligt, wenn sie dich angreifen. Die Ruhe hÃ¤lt bis zur nÃ¤chsten Pause an oder bis Sie angreifen oder einen Zauber wirken.
Power/&ClassMonkTanquilityTitle	Ruhe
Power/&ClassMonkWholenessOfBodyDescription	Als Aktion kÃ¶nnen Sie Trefferpunkte in HÃ¶he des Dreifachen Ihrer MÃ¶nchsstufe zurÃ¼ckgewinnen. Sie mÃ¼ssen eine lange Pause beenden, bevor Sie diese Funktion wieder verwenden kÃ¶nnen.
Power/&ClassMonkWholenessOfBodyTitle	Ganzheit des KÃ¶rpers
Power/&ClassMonkZenArcherFlurryOfArrowsDescription	Nachdem du eine Aktion ausgegeben hast, um mit einer MÃ¶nchswaffe anzugreifen, kannst du 2 Ki-Punkte als Bonusaktion ausgeben, um 2 Fernkampfwaffenangriffe mit einem Bogen auszufÃ¼hren. Nur verfÃ¼gbar, wenn Sie keine RÃ¼stung oder Schild tragen.
Power/&ClassMonkZenArcherFlurryOfArrowsTitle	Pfeilhagel
Power/&ClassMonkZenArrowDistractDescription	Das Ziel muss bis zum Ende seines nÃ¤chsten Zuges einen Weisheitsrettungswurf bestehen oder beim nÃ¤chsten Angriff einen Nachteil haben.
Power/&ClassMonkZenArrowDistractTitle	Ablenken
Power/&ClassMonkZenArrowProneDescription	Das Ziel muss einen Geschicklichkeitsrettungswurf bestehen oder zu Boden geworfen werden.
Power/&ClassMonkZenArrowProneTitle	Niederschlagen
Power/&ClassMonkZenArrowPushDescription	Das Ziel muss einen Kraftrettungswurf bestehen oder 10 FuÃŸ von dir weg gestoÃŸen werden.
Power/&ClassMonkZenArrowPushTitle	WegstoÃŸen
Power/&ClassMonkZenArrowTechniqueDescription	Du kannst das Ki deines Feindes manipulieren, wenn du ihn mit deinen Pfeilen triffst. Immer wenn du eine Kreatur mit einem deiner Pfeile triffst, kannst du 1 Ki ausgeben, um diesem Ziel einen der folgenden Effekte aufzuerlegen:\nâ€¢ Es muss ein Geschicklichkeitsrettungswurf gelingen oder zu Boden geworfen werden.\nâ€¢ Es muss ein Kraftrettungswurf gelingen oder 10 FuÃŸ von dir weg gestoÃŸen werden.\nâ€¢ Bis zum Ende seines nÃ¤chsten Zuges muss ihm ein Weisheitswurf gelingen oder beim nÃ¤chsten Angriff benachteiligt werden.
Power/&ClassMonkZenArrowTechniqueShortTitle	Ferne Hand
Power/&ClassMonkZenArrowTechniqueTitle	Fernhand-Technik
Power/&ClassMonkZenArrowUpgradedDistractDescription	Das Ziel muss bis zum Ende seines nÃ¤chsten Zuges einen Weisheitswurf bestehen oder bei allen Angriffen benachteiligt sein.
Power/&ClassMonkZenArrowUpgradedDistractTitle	Ablenken
Power/&ClassMonkZenArrowUpgradedProneDescription	Dem Ziel muss ein Geschicklichkeitsrettungswurf gelingen oder es wird zu Boden geworfen und seine Bewegung wird fÃ¼r eine Runde auf Null gesetzt.
Power/&ClassMonkZenArrowUpgradedProneTitle	Niederschlagen
Power/&ClassMonkZenArrowUpgradedPushDescription	Dem Ziel muss ein Kraftrettungswurf gelingen oder es wird 20 FuÃŸ von dir weg gestoÃŸen.
Power/&ClassMonkZenArrowUpgradedPushTitle	WegstoÃŸen
Power/&ClassMonkZenArrowUpgradedTechniqueDescription	Du verbesserst deine FÃ¤higkeit, Ki zu manipulieren. Alle Effekte der Distant-Hand-Technik wurden verbessert. Immer wenn du eine Kreatur mit einem deiner Pfeile triffst, kannst du 1 Ki ausgeben, um diesem Ziel einen der folgenden Effekte aufzuerlegen:\nâ€¢ Ihr muss ein Geschicklichkeitsrettungswurf gelingen oder sie wird zu Boden geworfen und ihre Bewegung wird fÃ¼r eine Runde auf Null gesetzt.\nâ€¢ Es muss ein Kraftrettungswurf gelingen oder 20 FuÃŸ von dir weg gestoÃŸen werden.\nâ€¢ Bis zum Ende seines nÃ¤chsten Zuges muss ihm ein Weisheitswurf gelingen oder er hat bei allen Angriffen einen Nachteil.
Power/&ClassMonkZenArrowUpgradedTechniqueShortTitle	Ferne Hand
Power/&ClassMonkZenArrowUpgradedTechniqueTitle	Verbesserte Fernhandtechnik
Power/&DH_ElementalFormPoolDescription	Du kannst pro langer Pause so oft zwischen den Elementarformen wechseln, wie es deinem Fertigkeitsbonus entspricht, indem du Elementarenergie kanalisierst. Du erhÃ¤ltst Resistenz gegen den entsprechenden Schaden und wendest einmal pro Runde deinen Fertigkeitsbonus als Schaden derselben Art auf den ersten Zauberschaden an, der in dieser Runde verursacht wird. Die Formulare dauern 1 Minute.
Power/&DH_ElementalFormPoolEnhancedDescription	Du kannst zwischen verbesserten Elementarformen so oft wechseln, wie es deinem Kompetenzbonus pro Tag entspricht, indem du Elementarenergie kanalisierst. Du erhÃ¤ltst ImmunitÃ¤t gegen den entsprechenden Schaden und wendest in jeder Runde einen FÃ¤higkeitsbonus als Schaden derselben Art auf den ersten Zauberschaden an. Die Formulare dauern 1 Minute.
Power/&DH_ElementalFormPoolEnhancedTitle	Verbesserte elementare Formen
Power/&DH_ElementalFormPoolEnhancedTitleShort	Elementare Formen
Power/&DH_ElementalFormPoolTitle	Elementare Formen
Power/&FindFamiliarBundlePowerDescription	BeschwÃ¶re Vertraute in Form von Pseudorgagon, Sprite, Imp oder Quasit.
Power/&FindFamiliarBundlePowerTitle	Vertraut finden
Power/&HelpActionDescription	Du kannst einer verbÃ¼ndeten Kreatur dabei helfen, eine Kreatur innerhalb von 1,50 m von dir anzugreifen. Sie tÃ¤uschen vor, lenken das Ziel ab oder schlieÃŸen sich auf andere Weise zusammen, um den Angriff Ihres VerbÃ¼ndeten effektiver zu machen. Wenn Ihr VerbÃ¼ndeter das Ziel vor Ihrem nÃ¤chsten Zug angreift, wird der erste Angriffswurf mit Vorteil durchgefÃ¼hrt.
Power/&HelpActionTitle	Hilfe
Power/&MoonlitDanceoftheNightSkyDescription	Du kannst Fliegen einmal pro Tag auf 4 Ziele wirken.
Power/&MoonlitDanceoftheNightSkyTitle	Tanz des Nachthimmels
Power/&MoonlitDarkMoonDescription	Du kannst â€žDunkelheitâ€œ pro langer Pause so oft wirken, wie es deinem Fertigkeitsbonus entspricht.
Power/&MoonlitDarkMoonTitle	Dunkler Mond
Power/&MoonlitFullMoonDescription	Du kannst Tageslicht so oft pro langer Pause wirken, wie es deinem Fertigkeitsbonus entspricht.
Power/&MoonlitFullMoonTitle	Vollmond
Power/&MoonlitMoonTouchedDescription	Du beschwÃ¶rst die Anziehungskraft des Mondes in einem kleinen Bereich herauf und lÃ¤sst Kreaturen, denen ein Rettungswurf misslingt, nach oben schweben.
Power/&MoonlitMoonTouchedTitle	Mond berÃ¼hrt
Power/&PactofChainFamiliarInvisibilityPowerDescription	Die Kreatur wird auf magische Weise unsichtbar, bis sie angreift oder einen Zauber wirkt oder bis ihre Konzentration endet (als wÃ¼rde sie sich auf einen Zauber konzentrieren). Jegliche AusrÃ¼stung, die die Kreatur trÃ¤gt oder trÃ¤gt, ist damit unsichtbar.
Power/&PactofChainFamiliarInvisibilityPowerTitle	Unsichtbarkeit
Power/&PactofChainFamiliarScarePowerDescription	Einer Kreatur deiner Wahl innerhalb von 20 FuÃŸ muss ein Weisheitswurf gegen SG 10 gelingen, sonst ist sie 1 Minute lang verÃ¤ngstigt. Das Ziel kann den Rettungswurf am Ende jedes seiner ZÃ¼ge wiederholen und den Effekt bei einem Erfolg auf sich selbst beenden.
Power/&PactofChainFamiliarScarePowerTitle	Schrecken
Power/&PowerFunctionHandwrapsOfPullingDescription	Als Bonusaktion kannst du eine Kreatur innerhalb von 15 FuÃŸ nÃ¤her zu dir ziehen.
Power/&PowerFunctionHandwrapsOfPullingTitle	Rollen Sie ein
Power/&ToadKingCroakDescription	Senden Sie eine Schallwelle aus, die Schaden verursacht und Kreaturen und Objekte wegstÃ¶ÃŸt.
Power/&ToadKingCroakTitle	KrÃ¤chzen
Power/&ToadKingGraspingTongueDescription	Ziehen Sie Feinde zu sich heran.
Power/&ToadKingGraspingTongueTitle	Greifende Zunge
Power/&ToadKingHallucinogenicToxinPowerDescription	Ihr KÃ¶rper hat sich so verÃ¤ndert, dass er gegen Toxine resistent wird und ein Abwehrgift produziert, wenn er von Nahkampfangriffen getroffen wird, und zwar bis zu einer Anzahl von Malen pro langer Pause, die Ihrem Kompetenzbonus entspricht. Wenn dem Angreifer ein Konstitutionsrettungswurf misslingt, leidet er unter luzinogenem Toxin, bis er angegriffen oder anderweitig unterbrochen wird.
Power/&ToadKingHallucinogenicToxinPowerTitle	Halluzinogenes Toxin
Power/&ToadKingSwallowDescription	Versuchen Sie, einen mittelgroÃŸen oder kleineren Feind zu verschlucken. Bei einem fehlgeschlagenen StÃ¤rkewurf wird das Monster verschluckt und erleidet 3W6 SÃ¤ureschaden pro Runde. Endet, wenn der KrÃ¶tenhexenmeister bei einem einzigen Angriff mit 15 oder mehr Schaden getroffen wird.
Power/&ToadKingSwallowTitle	Schlucken
Power/&UrPriestControlUndeadDescription	Als Aktion zielst du auf eine untote Kreatur, die du innerhalb von 9 m von dir sehen kannst. Das Ziel muss einen Weisheitsrettungswurf machen. Bei einem fehlgeschlagenen Speichern muss das Ziel Ihren Befehlen gehorchen.
Power/&UrPriestControlUndeadTitle	Kontrolliere Untote
Power/&UrPriestHalfLifeDescription	Du nimmst nekrotische Energie in dich auf, hÃ¤ngst zwischen Leben und Tod und bist vorÃ¼bergehend von deinem eigenen Geist besessen. Sie erhalten Fluggeschwindigkeit und die gleichen ZustandsimmunitÃ¤ten und Schadensresistenzen wie andere Geister.
Power/&UrPriestHalfLifeTitle	Halbwertszeit
Power/&UrPriestRadiantWardDescription	Als Aktion erhalten Sie eine Anzahl temporÃ¤rer Trefferpunkte in HÃ¶he des Doppelten Ihrer Stufe als Hexenmeister.
Power/&UrPriestRadiantWardTitle	Strahlende Station
Power/&UrPriestSpellSiphonDescription	Sie lernen, wie Sie in Kombination mit Ihrer normalen Kraftreserve eine grÃ¶ÃŸere Quelle der Magie anzapfen kÃ¶nnen. Als Aktion kannst du eine GÃ¶ttlichkeit kanalisieren, um eine verbrauchte Nutzung deines mystischen Arkanums der 6. Stufe wiederzuerlangen.
