ActionAffinity/&DHFeeblemindSpellDescription	Impossible de lancer des sorts.
Spell/&AHPactMarkAdditionalDamageTitle	Dégâts de la marque du pacte
Spell/&AHPactMarkMarkedByPactConditionDescription	Cette créature a été marquée par un pacte et subit 1d6 dégâts supplémentaires du même type lorsqu'elle est touchée par une arme ou une attaque avec un sort du marqueur.
Spell/&AHPactMarkMarkedByPactConditionTitle	Pacte marqué
Spell/&AHPactMarkPactMarkConditionDescription	Vous pouvez marquer d'autres créatures avec une marque de pacte et vous leur infligez 1d6 dégâts supplémentaires avec des attaques avec une arme ou un sort.
Spell/&AHPactMarkPactMarkConditionTitle	Marque du Pacte
Spell/&AHPactMarkSpellDescription	Vous placez une marque de votre pacte sur une créature que vous pouvez voir à moins de 90 pieds. Il devient vulnérable et subit 1d6 dégâts supplémentaires chaque fois que vous le touchez avec une arme ou un sort. Ces dégâts sont du même type que l'attaque qui touche.
Spell/&AHPactMarkSpellTitle	Marque du Pacte
Spell/&AirBlastDescription	Tire une rafale d'air concentré sur votre cible.
Spell/&AirBlastTitle	Jet d'air
Spell/&BurstOfRadianceDescription	Créez un flash brillant de lumière scintillante, endommageant tous les ennemis autour de vous.
Spell/&BurstOfRadianceTitle	Explosion d'éclat
Spell/&CJDivineWordDescription	Vous prononcez une parole divine, imprégnée du pouvoir qui a façonné le monde à l'aube de la création. Choisissez n'importe quel nombre de créatures que vous pouvez voir à portée. Chaque créature qui peut vous entendre doit effectuer un jet de sauvegarde de Charisme. En cas d'échec, une créature subit un effet basé sur ses points de vie actuels :\n• 50 points de vie ou moins : assourdi pendant 1 minute\n• 40 points de vie ou moins : assourdi et aveuglé pendant 10 minutes\n• 30 points de vie ou moins : aveuglé, assourdi et étourdi pendant 1 heure\n• 20 points de vie ou moins : tué instantanément\nIndépendamment de ses points de vie actuels, un céleste, un élémentaire, une fée ou un démon qui échoue à sa sauvegarde est forcé de retourner à son plan d'origine (s'il n'y est pas déjà) et ne peut pas retourner dans votre plan actuel pendant 24 heures par tous les moyens à moins d'un sort de souhait.
Spell/&CJDivineWordTitle	Parole divine
Spell/&DHAnimalShapesSpellDescription	Choisissez n'importe quel nombre de créatures consentantes que vous pouvez voir à portée. Vous transformez chaque cible en une bête de grande taille ou plus petite avec un niveau de défi de 4 ou moins.
Spell/&DHAnimalShapesSpellTitle	Formes d'animaux
Spell/&DHCastSpellArchMageDescription	Capacité d'incantation d'archimage.
Spell/&DHCastSpellArchMageTitle	Capacité d'incantation d'archimage
Spell/&DHCastSpellGuardianNagaDescription	Capacité d'incantation d'archimage.
Spell/&DHCastSpellGuardianNagaTitle	Capacité d'incantation d'archimage
Spell/&DHCastSpellLichDescription	Capacité de lancer de liche.
Spell/&DHCastSpellLichTitle	Capacité de lancer de liche
Spell/&DHConjureCelestialSpellDescription	Vous invoquez un céleste de niveau de défi 4 ou inférieur, qui apparaît dans un espace inoccupé que vous pouvez voir à portée. Le céleste disparaît lorsqu'il tombe à 0 points de vie ou lorsque le sort se termine. Le céleste est amical avec vous et vos compagnons pour la durée.
Spell/&DHConjureCelestialSpellTitle	Conjuration céleste (Couatl)
Spell/&DHDominateMonsterSpellDescription	Vous tentez de séduire une créature que vous pouvez voir à portée. Il doit réussir un jet de sauvegarde de Sagesse ou être charmé par vous pour la durée.
Spell/&DHDominateMonsterSpellTitle	Dominer le monstre
Spell/&DHFeeblemindSpellDescription	Vous faites exploser l'esprit d'une créature que vous pouvez voir à portée, en essayant de briser son intellect et sa personnalité. La cible subit 4d6 dégâts psychiques et doit effectuer un jet de sauvegarde d'Intelligence. En cas d'échec, les valeurs d'Intelligence et de Charisme de la créature deviennent 1. La créature ne peut pas lancer de sorts, activer d'objets magiques, comprendre le langage ou communiquer de manière intelligible.
Spell/&DHFeeblemindSpellTitle	Faiblesse d'esprit
Spell/&DHFingerOfDeathSpellDescription	La cible doit effectuer un jet de sauvegarde de Constitution. Il subit 7d8 + 30 dégâts nécrotiques en cas d'échec, ou la moitié de ces dégâts en cas de réussite.
Spell/&DHFingerOfDeathSpellTitle	Doigt de la mort (pas de zombie)
Spell/&DHForesightSpellDescription	Vous touchez une créature consentante et lui confèrez une capacité limitée à voir dans le futur immédiat. Pendant toute la durée, la cible ne peut pas être surprise et a l'avantage aux jets d'attaque, aux tests de capacité et aux jets de sauvegarde. De plus, les autres créatures ont un désavantage aux jets d'attaque contre la cible pendant la durée.
Spell/&DHForesightSpellTitle	Prévoyance
Spell/&DHHolyAuraSpellDescription	La lumière divine s'éloigne de vous et fusionne en un doux éclat dans un rayon de 9 mètres autour de vous. Les créatures de votre choix dans ce rayon lorsque vous lancez ce sort émettent une faible lumière dans un rayon de 1,50 mètre et ont un avantage à tous les jets de sauvegarde, et les autres créatures ont un désavantage aux jets d'attaque contre elles jusqu'à la fin du sort.
Spell/&DHHolyAuraSpellTitle	Aura sacrée
Spell/&DHIncendiaryCloudSpellDescription	Un nuage de fumée tourbillonnant traversé de braises chauffées à blanc apparaît dans une sphère de 6 mètres de rayon centrée sur un point à portée. Le nuage se propage dans les coins et est fortement obscurci. Il dure pendant toute la durée ou jusqu'à ce qu'un vent de vitesse modérée ou supérieure (au moins 10 milles à l'heure) le disperse.\nLorsque le nuage apparaît, chaque créature qui s'y trouve doit effectuer un jet de sauvegarde de Dextérité. Une créature subit 10d8 dégâts de feu en cas d'échec, ou la moitié de ces dégâts en cas de réussite. Une créature doit également effectuer ce jet de sauvegarde lorsqu'elle entre dans la zone du sort pour la première fois lors d'un tour ou qu'elle y termine son tour.\nLe nuage s'éloigne de 3 mètres directement de vous dans une direction que vous choisissez au début de chacun de vos virages.
Spell/&DHIncendiaryCloudSpellTitle	Nuage incendiaire
Spell/&DHMassHealSpellDescription	Un flot d'énergie de guérison s'écoule de vous vers les créatures blessées qui vous entourent. Vous restaurez 120 points de vie à 6 créatures que vous pouvez voir et à portée. Les créatures soignées par ce sort sont également guéries de toutes les maladies et de tout effet les rendant aveugles ou assourdis. Ce sort n'a aucun effet sur les morts-vivants ou les constructions.
Spell/&DHMassHealSpellTitle	Guérison de masse
Spell/&DHMazeSpellDescription	Vous bannissez une créature que vous pouvez voir à portée dans un demi-plan labyrinthique. La cible y reste pendant toute la durée ou jusqu'à ce qu'elle sorte du labyrinthe. /nLa cible peut utiliser son action pour tenter un test d'Intelligence DD 20 pour s'échapper.
Spell/&DHMazeSpellTitle	Labyrinthe
Spell/&DHMeteorSwarmSingleTargetSpellDescription	Des orbes de feu flamboyantes tombent au sol en un seul point que vous pouvez voir à portée. Chaque créature dans une sphère de 12 mètres de rayon centrée sur le point que vous choisissez doit effectuer un jet de sauvegarde de Dextérité. La sphère s'étend autour des coins. Une créature subit 20d6 dégâts de feu et 20d6 dégâts contondants en cas d'échec, ou la moitié de ces dégâts en cas de réussite. Une créature dans la zone de plus d'une explosion ardente n'est affectée qu'une seule fois.
Spell/&DHMeteorSwarmSingleTargetSpellTitle	Essaim de météores (cible unique)
Spell/&DHMindBlankSpellDescription	Jusqu'à la fin du sort, une créature consentante que vous touchez est immunisée contre les dégâts psychiques, tout effet qui détecterait ses émotions ou lirait ses pensées, les sorts de divination et l'état charmé.
Spell/&DHMindBlankSpellTitle	Vide d'esprit
Spell/&DHPowerWordHealSpellDescription	Une vague d'énergie curative déferle sur la créature que vous touchez. La cible récupère tous ses points de vie. Si la créature est charmée, effrayée, paralysée ou étourdie, l'état prend fin. Si la créature est à terre, elle peut utiliser sa réaction pour se relever. Ce sort n'a aucun effet sur les morts-vivants ou les constructions.
Spell/&DHPowerWordHealSpellTitle	Guérison du mot de pouvoir
Spell/&DHPowerWordKillSpellDescription	Vous prononcez un mot de pouvoir qui peut contraindre une créature que vous pouvez voir et à portée de mourir instantanément. Si la créature que vous choisissez a 100 points de vie ou moins, elle meurt. Sinon, le sort n'a aucun effet.
Spell/&DHPowerWordKillSpellTitle	Tuer le mot de pouvoir
Spell/&DHPowerWordStunSpellDescription	Vous prononcez un mot de pouvoir qui peut submerger l'esprit d'une créature que vous pouvez voir à portée, la laissant abasourdie. Si la cible a 150 points de vie ou moins, elle est étourdie. Sinon, le sort n'a aucun effet.
Spell/&DHPowerWordStunSpellTitle	Mot de pouvoir étourdissant
Spell/&DHReverseGravitySpellDescription	Ce sort inverse la gravité dans un cylindre de 15 mètres de rayon et 30 mètres de haut centré sur un point à portée.
Spell/&DHReverseGravitySpellTitle	Gravité inversée
Spell/&DHShapechangeSpellDescription	Vous assumez la forme d'une créature différente pour la durée. La nouvelle forme peut être celle de n'importe quelle créature avec un facteur de difficulté égal ou inférieur à votre niveau.
Spell/&DHShapechangeSpellTitle	Changement de forme
Spell/&DHSunBurstSpellDescription	La lumière du soleil brillante clignote dans un rayon de 60 pieds centré sur un point que vous choisissez à portée. Chaque créature dans cette lumière doit effectuer un jet de sauvegarde de Constitution. En cas d'échec, une créature subit 12d6 dégâts radiants et est aveuglée pendant 1 minute. En cas de réussite, il subit deux fois moins de dégâts et n'est pas aveuglé par ce sort. Les morts-vivants et les limons ont un désavantage à ce jet de sauvegarde. Une créature aveuglée par ce sort effectue un autre jet de sauvegarde de Constitution à la fin de chacun de ses tours. En cas de réussite, il n'est plus aveuglé. Ce sort dissipe les ténèbres créées par un sort dans sa zone.
Spell/&DHSunBurstSpellTitle	Coup de soleil
Spell/&DHTimeStopSpellDescription	Vous arrêtez brièvement le cours du temps pour tout le monde sauf vous-même. Aucun temps ne passe pour les autres créatures, pendant que vous effectuez 1d4 + 1 tours d'affilée, durant lesquels vous pouvez utiliser des actions et vous déplacer normalement.
Spell/&DHTimeStopSpellTitle	Arrêt du temps
Spell/&DHWeirdSpellDescription	Puisant dans les peurs les plus profondes d'un groupe de créatures, vous créez des créatures illusoires dans leur esprit, visibles par eux seuls. Chaque créature dans une sphère de 9 mètres de rayon centrée sur un point de votre choix à portée doit effectuer un jet de sauvegarde de Sagesse. En cas d'échec, une créature devient effrayée pour la durée. L'illusion fait appel aux peurs les plus profondes de la créature, manifestant ses pires cauchemars comme une menace implacable. À la fin de chacun des tours de la créature effrayée, elle doit réussir un jet de sauvegarde de Sagesse ou subir 4d10 dégâts psychiques. En cas de réussite, le sort prend fin pour cette créature.
Spell/&DHWeirdSpellTitle	Bizarre
Spell/&EarthTremorDescription	Vous frappez le sol et déclenchez un tremblement de force sismique, projetant de la terre, de la roche et du sable.
Spell/&EarthTremorTitle	Tremblement de terre
Spell/&EldritchBlastDescription	Un faisceau d'énergie crépitante se dirige vers une créature à portée. Effectuez une attaque avec un sort à distance contre la cible. En cas de coup, la cible subit 1d10 dégâts de force.\nLe sort crée plus d'un rayon lorsque vous atteignez des niveaux supérieurs : deux rayons au niveau 5, trois rayons au niveau 11 et quatre rayons au niveau 17. Vous pouvez diriger les faisceaux vers la même cible ou vers des cibles différentes. Effectuez un jet d'attaque séparé pour chaque rayon.
Spell/&EldritchBlastGraspingHandDescription	Un faisceau d'énergie crépitante se dirige vers une créature à portée. Effectuez une attaque avec un sort à distance contre la cible. En cas de coup, la cible subit 1d10 dégâts de force.\n(Lorsque vous touchez une créature avec votre souffle eldritch, vous pouvez déplacer cette créature en ligne droite de 3 mètres plus près de vous.)
Spell/&EldritchBlastGraspingHandTitle	Explosion Eldritch (Saisir)
Spell/&EldritchBlastRepellingBlastDescription	Un faisceau d'énergie crépitante se dirige vers une créature à portée. Effectuez une attaque avec un sort à distance contre la cible. En cas de coup, la cible subit 1d10 dégâts de force.\n(Lorsque vous touchez une créature avec un souffle eldritch, vous pouvez repousser la créature jusqu'à 3 mètres de vous en ligne droite.)
Spell/&EldritchBlastRepellingBlastTitle	Eldritch Blast (repoussant)
Spell/&EldritchBlastTitle	Explosion Eldritch
Spell/&EldritchOrbDescription	Vous lancez une boule d'énergie eldritch sur une créature ou un objet à portée et infligez des dégâts de force dans un petit rayon.
Spell/&EldritchOrbTitle	Orbe occulte
Spell/&EWResonatingStrikeDescription	Sélectionnez une créature à portée de mêlée de vous et une autre créature que vous pouvez voir à 1,50 mètre ou moins de la cible principale. Vous effectuez une attaque au corps à corps avec l'arme actuelle contre la première créature. En cas d'attaque, la cible subit les effets normaux de l'attaque de l'arme et le son résonnant bondit vers la deuxième cible, infligeant des dégâts de tonnerre égaux à votre modificateur de capacité d'incantation.\nAu niveau 5, l'attaque de mêlée inflige 1d8 dégâts de tonnerre supplémentaires à la cible en cas de coup, et les dégâts de tonnerre à la seconde créature passent à 1d8 + votre modificateur de capacité d'incantation. Les deux jets de dégâts augmentent de 1d8 aux niveaux 11 et 17.
Spell/&EWResonatingStrikeTitle	Frappe résonnante
Spell/&EWSunlightBladeDescription	Effectuez une attaque au corps à corps avec une arme. En cas de coup, la cible subit les effets normaux de l'attaque et est enveloppée d'une énergie rayonnante brillante, diffusant une lumière tamisée pendant le tour. La prochaine attaque contre cette créature alors qu'elle est en surbrillance est effectuée avec avantage.\nAu niveau 5, l'attaque au corps à corps inflige 1d8 dégâts radiants supplémentaires à la cible. Les dégâts augmentent de 1d8 supplémentaires aux niveaux 11 et 17.
Spell/&EWSunlightBladeTitle	Lame ensoleillée
Spell/&FindFamiliarDescription	Vous gagnez le service d'un familier.
Spell/&FindFamiliarImpDescription	Invoque votre familier sous la forme d'un diablotin.
Spell/&FindFamiliarImpTitle	Trouver un familier (Imp)
Spell/&FindFamiliarPsuedodragonDescription	Invoque votre familier sous la forme d'un pseudodragon.
Spell/&FindFamiliarPsuedodragonTitle	Trouver un familier (Pseudodragon)
Spell/&FindFamiliarQuasitDescription	Invoque votre familier sous la forme d'un quasit.
Spell/&FindFamiliarQuasitTitle	Trouver un familier (Quasit)
Spell/&FindFamiliarSpriteDescription	Invoque votre faimiliar sous la forme d'un Sprite.
Spell/&FindFamiliarSpriteTitle	Trouver un familier (Sprite)
Spell/&FindFamiliarTitle	Trouver un familier
Spell/&FrenzyDescription	D'un geste, vous réduisez une foule à l'instinct de base et à la violence. Choisissez un point que vous pouvez voir à portée. Chaque créature située dans un rayon de 6 mètres autour de ce point doit effectuer un jet de sauvegarde de Sagesse. En cas d'échec, une créature est frénétique pendant toute la durée. Lorsqu'une créature est frénétique, elle dégaine une arme de mêlée, si elle en possède une. Une créature frénétique doit utiliser son action au début de son tour pour attaquer une créature à sa portée. Il utilise une arme de mêlée, s'il en a une, ou une arme improvisée ou une frappe à mains nues, s'il n'en a pas. Si plusieurs cibles sont à portée de la créature, elle choisit sa cible au hasard. S'il n'y a pas de cible à portée de la créature, elle s'attaque elle-même, contre sa propre CA, infligeant des dégâts normaux en cas de coup. À la fin de son tour, une créature frénétique peut répéter son jet de sauvegarde, mettant fin à l'effet sur elle plus tôt en cas de réussite.
Spell/&FrenzyTitle	Frénésie
Spell/&HinderingBlastDescription	Un faisceau d'énergie crépitante se dirige vers une créature à portée. Effectuez une attaque avec un sort à distance contre la cible. En cas de coup, la cible subit 1d10 dégâts de force.\n(lorsque vous touchez une créature avec votre souffle eldritch, vous pouvez réduire la vitesse de cette créature de 3 mètres jusqu'à la fin de votre prochain tour.).
Spell/&HinderingBlastTitle	Explosion Eldritch (Gênant)
Spell/&IlluminatingSphereDescription	Fait s'allumer des sources de lumière telles que des torches et des lampes à mana dans la zone d'effet.
Spell/&IlluminatingSphereTitle	Sphère éclairante
Spell/&IPConjureInvisibleStalkerTitle	Invocation d'élémentaire (traqueur invisible)
Spell/&MinorLifestealDescription	Vous drainez l'énergie vitale d'une créature hostile que vous pouvez voir à portée. Vous soignez ensuite des points de vie égaux au nombre de dégâts infligés. Ce sort n'a aucun effet sur les morts-vivants ou les constructions.
Spell/&MinorLifestealTitle	Vol de vie mineur
Spell/&MirrorImageDescription	Image miroir
Spell/&MirrorImageTitle	Image miroir
Spell/&MuleDescription	Le destinataire de ce sort est capable d'ignorer les effets des charges lourdes ou de l'armure sur la vitesse de déplacement. Ils peuvent également supporter un peu plus de poids.
Spell/&MuleTitle	Mule
Spell/&PetalStormDescription	Choisissez un cube d'air inoccupé de 15 pieds que vous pouvez voir à portée. Une force élémentaire de vents tourbillonnants apparaît dans le cube et dure pendant toute la durée du sort. Le nuage obscurcit fortement sa zone. Toute créature qui entre dans la tempête pour la première fois lors d'un tour ou qui y commence son tour doit effectuer un jet de sauvegarde de Force. En cas d'échec, la créature subit 3d4 dégâts tranchants. Par une action bonus, vous pouvez déplacer la tempête jusqu'à 9 mètres dans n'importe quelle direction.
Spell/&PetalStormTitle	Tempête de pétales
Spell/&ProtectThresholdDescription	En traçant des sceaux arcaniques le long de sa limite, vous pouvez protéger une porte, une fenêtre ou un autre portail de l'entrée. Pendant toute la durée, une créature eldritch invisible traque le portail protégé. Toute créature qui tente de franchir le portail doit effectuer un jet de sauvegarde de Sagesse ou subir 4d6 dégâts psychiques, ou la moitié en cas de réussite.
Spell/&ProtectThresholdTitle	Seuil de protection
Spell/&RadiantMotesDescription	Libère un essaim de 5 projectiles radiants qui infligent 2 dégâts radiants chacun, mais ne manquent jamais. Les cibles peuvent émettre de la lumière jusqu'à 1 minute.\nLorsque vous lancez ce sort en utilisant un emplacement de sort de niveau 2 ou supérieur, le sort crée 2 projectiles supplémentaires pour chaque emplacement au-dessus du 1er.
Spell/&RadiantMotesTitle	Particules radieuses
Spell/&ThunderStrikeDescription	Crée une rafale de tonnerre, forçant les créatures adjacentes à vous à effectuer un jet de sauvegarde de Constitution ou à subir 1d6 dégâts de tonnerre.\nLes dégâts de ce sort augmentent de 1d6 lorsque vous atteignez le niveau 5 (2d6), le niveau 11 (3d6) et le niveau 17 (4d6).
Spell/&ThunderStrikeTitle	rafale sonore
Spell/&WinterBreathDescription	Créez un souffle de vent froid pour refroidir vos ennemis et les renverser.
Spell/&WinterBreathTitle	Souffle d'hiver
Spell/&WitchFamiliarDescription	Vous gagnez le service d'un familier.
Spell/&WitchFamiliarTitle	Familier de la sorcière
SpellList/&ClassWarlockSpellListDescription	Liste de sorts de démoniste.
SpellList/&ClassWarlockSpellListTitle	Liste de sorts de démoniste
SpellList/&ElementalistSpellsListDescription	Liste de sorts d'élémentaliste.
SpellList/&ElementalistSpellsListTitle	Liste de sorts d'élémentaliste
SpellList/&RiftWalkerSpellsListDescription	Liste de sorts RiftWalker.
SpellList/&RiftWalkerSpellsListTitle	Liste de sorts de Rift Walker
SpellList/&SpellListTinkererDescription	Liste de sorts de bricoleur.
SpellList/&SpellListTinkererTitle	Liste de sorts du bricoleur
Stage/&IdentityMorphotypeEyeHeader	Style des yeux
Stage/&SubclassSelectionStageClassMonkTraditionDescription	Cette étape sélectionne la tradition monastique du personnage.
Stage/&SubclassSelectionStageClassMonkTraditionFeatures	Caractéristiques de la tradition monastique
Stage/&SubclassSelectionStageClassMonkTraditionHeader	Sélectionnez une tradition monastique
Stage/&SubclassSelectionStageClassMonkTraditionNoneDescription	Vous devez sélectionner une tradition monastique.
Stage/&SubclassSelectionStageClassMonkTraditionTitle	Monastique\nTradition
Stage/&SubclassSelectionStageCovenDescription	Couvent.
Stage/&SubclassSelectionStageCovenFeaturesDescription	Couvent.
Stage/&SubclassSelectionStageCovenFeaturesHeader	Caractéristiques du Coven
Stage/&SubclassSelectionStageCovenFeaturesTitle	Couvent
Stage/&SubclassSelectionStageCovenHeader	Sélectionnez un coven
Stage/&SubclassSelectionStageCovenTitle	Couvent
Stage/&SubclassSelectionStagePatronDescription	Un démoniste est défini par un pacte avec un être d'un autre monde. Parfois, la relation entre Warlock et mécène ressemble à celle d'un clerc et d'une divinité, bien que les êtres qui servent de mécènes ne soient pas des dieux.
Stage/&SubclassSelectionStagePatronFeatures	Caractéristiques des clients d'un autre monde
Stage/&SubclassSelectionStagePatronHeader	Mécènes d'un autre monde démoniste
Stage/&SubclassSelectionStagePatronTitle	Clients d'un autre monde
Stage/&SubclassSelectionStageSpecialistDescription	Il existe un large éventail de spécialités chez les bricoleurs, notamment la fabrication d'élixirs en tant que fabricant de potions, la fabrication d'explosions en tant que blaster et le maniement d'armes magiques en tant que forgeron d'armes.
Stage/&SubclassSelectionStageSpecialistFeatures	Caractéristiques spécialisées
Stage/&SubclassSelectionStageSpecialistHeader	Spécialisations
Stage/&SubclassSelectionStageSpecialistNoneDescription	Spécialiste Aucun Description.
Stage/&SubclassSelectionStageSpecialistTitle	Sélectionnez la spécialisation
Subclass/&AbilityAffinityRogueConArtistDescription	Avantage aux tests de capacité utilisant Persuasion, Tromperie, Performance et Tour de passe-passe.
Subclass/&AbilityAffinityRogueConArtistTitle	Manipulateur
Subclass/&AHWarlockSubclassSoulBladePactDescription	Vous avez conclu un marché avec une arme sensible que vous nourrissez des âmes en échange de pouvoir.
Subclass/&AHWarlockSubclassSoulBladePactTitle	Pacte d'Amelame
Subclass/&ArcaneFighterAdditionalActionDescription	Vous pouvez lancer un sort après avoir vaincu un ennemi avec vos attaques avec une arme.
Subclass/&ArcaneFighterAdditionalActionTitle	Combat de sorts
Subclass/&ArcaneFighterBonusWeaponDamageDescription	Une fois par tour, vos attaques avec une arme infligent 1d8 dégâts supplémentaires.
Subclass/&ArcaneFighterBonusWeaponDamageTitle	Attaques magiques
Subclass/&ArtificerAlchemistDescription	Vous êtes spécialisé dans les potions, les buffs, la guérison et le lancement de sorts.
Subclass/&ArtificerAlchemistTitle	Créateur de potions
Subclass/&ArtificerArtileristCannonsDescription	Vous créez un ensemble de canons que vous pouvez activer au combat en tant qu'action bonus.
Subclass/&ArtificerArtileristCannonsTitle	Canons
Subclass/&ArtificerArtilleristDescription	Vous êtes spécialisé dans le lancement de projectiles et dans les explosions.
Subclass/&ArtificerArtilleristTitle	Blaster
Subclass/&ArtificerBattleSmithDescription	Vous êtes spécialisé dans l'utilisation d'armes magiques au combat.
Subclass/&ArtificerBattleSmithTitle	Forgeron d'armes
Subclass/&ArtificerSpellcastingDescription	Lancez des sorts de bricoleur.
Subclass/&ArtificerSpellcastingTitle	Bricoleur Lancer de sorts
Subclass/&AttackModifierArtificerBattleSmithWeaponDescription	Vos attaques comptent comme magiques et vous utilisez votre Intelligence pour les jets d'attaque et de dégâts.
Subclass/&AttackModifierArtificerBattleSmithWeaponTitle	Arme infusée
Subclass/&AttackModifierArtificerBlindingWeaponDescription	Une arme que vous choisissez qui acquiert la capacité d'aveugler les cibles lorsqu'elles sont touchées (contre une sauvegarde de Constitution). Vous ne pouvez avoir qu'une seule perfusion de chaque active à la fois. L'activer une seconde fois annulera la première.
Subclass/&AttackModifierArtificerBlindingWeaponTitle	Arme aveuglante
Subclass/&AttackModifierArtificerEnhancedArmorDescription	Une armure que vous choisissez devient magique et fournit +1 CA supplémentaire. Vous ne pouvez activer une perfusion qu'une seule fois. L'activer une seconde fois annulera la première.
Subclass/&AttackModifierArtificerEnhancedArmorTitle	Armure améliorée
Subclass/&AttackModifierArtificerEnhancedFocusDescription	Un focus d'incantation que vous choisissez devient magique et gagne +1 aux jets d'attaque des sorts et au DD du jet de sauvegarde des sorts. Vous ne pouvez avoir qu'une seule perfusion de chaque active à la fois. L'activer une seconde fois annulera la première.
Subclass/&AttackModifierArtificerEnhancedFocusTitle	Mise au point améliorée
Subclass/&AttackModifierArtificerEnhancedWeaponDescription	Une arme que vous choisissez devient magique et gagne +1 aux jets d'attaque et de dégâts. Vous ne pouvez avoir qu'une seule perfusion de chaque active à la fois. L'activer une seconde fois annulera la première.
Subclass/&AttackModifierArtificerEnhancedWeaponTitle	Arme améliorée
Subclass/&AttackModifierArtificerImprovedEnhancedArmorDescription	Une armure que vous choisissez devient magique et fournit +2 AC. Vous ne pouvez avoir qu'une seule perfusion de chaque active à la fois. L'activer une seconde fois annulera la première.
Subclass/&AttackModifierArtificerImprovedEnhancedArmorTitle	Armure améliorée améliorée
Subclass/&AttackModifierArtificerImprovedEnhancedFocusDescription	Un focus d'incantation que vous choisissez devient magique et gagne +2 aux jets d'attaque des sorts et au DD du jet de sauvegarde des sorts. Vous ne pouvez avoir qu'une seule perfusion de chaque active à la fois. L'activer une seconde fois annulera la première.
Subclass/&AttackModifierArtificerImprovedEnhancedFocusTitle	Amélioration de la mise au point améliorée
Subclass/&AttackModifierArtificerImprovedEnhancedWeaponDescription	Touchez une arme et elle devient magique et gagne +2 aux jets d'attaque et de dégâts. Vous ne pouvez avoir qu'une seule perfusion de chaque active à la fois. L'activer une seconde fois annulera la première.
Subclass/&AttackModifierArtificerImprovedEnhancedWeaponTitle	Arme améliorée améliorée
Subclass/&AttackModifierImprovedArtificerBattleSmithWeaponDescription	Vous insufflez de la puissance à votre arme. Vos attaques comptent comme magiques et vous ajoutez +7 à vos jets d'attaque et de dégâts.
Subclass/&AttackModifierImprovedArtificerBattleSmithWeaponTitle	Arme d'infusion améliorée
Subclass/&AttackModifierMeleeWizardArcaneWeaponDescription	Lorsqu'elle est active sur une arme, ses attaques comptent comme magiques et vous utilisez votre Intelligence pour vos jets d'attaque et de dégâts.
Subclass/&AttackModifierMeleeWizardArcaneWeaponTitle	Arme arcanique
Subclass/&AttributeModifierArtificerBattleSmithExtraAttackDescription	Vous gagnez une attaque supplémentaire.
Subclass/&AttributeModifierArtificerBattleSmithExtraAttackTitle	Attaque supplémentaire
Subclass/&AttributeModifierMeleeWizardExtraAttackDescription	Vous gagnez une attaque supplémentaire.
Subclass/&AttributeModifierMeleeWizardExtraAttackTitle	Attaque supplémentaire
Subclass/&BarbarianPathOfTheLightDescription	Les barbares qui suivent le Chemin de la Lumière illuminent les ténèbres et protègent leurs alliés des dangers qui s'y cachent.
Subclass/&BarbarianPathOfTheLightEyesOfTruthDescription	Vous êtes toujours sous l'effet d'un sort Voir l'invisibilité.
Subclass/&BarbarianPathOfTheLightEyesOfTruthTitle	Yeux de vérité
Subclass/&BarbarianPathOfTheLightIlluminatedConditionDescription	Distrait par Illuminating Strike.
Subclass/&BarbarianPathOfTheLightIlluminatedConditionTitle	Illuminé
Subclass/&BarbarianPathOfTheLightIlluminatedDisadvantageDescription	Inconvénient sur tout jet d'attaque qui n'est pas dirigé contre le barbare de la Voie de la Lumière.
Subclass/&BarbarianPathOfTheLightIlluminatedPreventInvisibilityDescription	Ne peut pas devenir invisible.
Subclass/&BarbarianPathOfTheLightIlluminatingBurstDescription	Au tour où vous entrez dans votre rage, vous pouvez choisir d'illuminer jusqu'à trois ennemis à moins de 9 mètres de vous. Ils doivent réussir un jet de sauvegarde de Constitution (DD égal à 8 + votre bonus de maîtrise + votre modificateur de Constitution) ou subir 4d6 dégâts radiants et être illuminés par votre Frappe lumineuse pendant 1 minute. Une créature ainsi éclairée effectue un autre jet de sauvegarde de Constitution à la fin de chacun de ses tours. En cas de sauvegarde réussie, l'effet se termine pour lui.
Subclass/&BarbarianPathOfTheLightIlluminatingBurstPowerDescription	Jusqu'à trois ennemis effectuent un jet de sauvegarde de Constitution ou subissent 4d6 dégâts radiants et sont illuminés par votre Frappe lumineuse.
Subclass/&BarbarianPathOfTheLightIlluminatingBurstPowerTitle	Rafale éclairante
Subclass/&BarbarianPathOfTheLightIlluminatingBurstTitle	Rafale éclairante
Subclass/&BarbarianPathOfTheLightIlluminatingStrikeDescription	Pendant que vous êtes en rage, la première créature que vous touchez avec une attaque à votre tour subit 1d6 dégâts radiants supplémentaires et devient magiquement illuminée jusqu'au début de votre prochain tour. De plus, la créature a un désavantage sur tout jet d'attaque qui n'est pas contre vous et ne peut pas devenir invisible.
Subclass/&BarbarianPathOfTheLightIlluminatingStrikeImprovementDescription	Les dégâts supplémentaires infligés par Frappe éclairante passent à 2d6.
Subclass/&BarbarianPathOfTheLightIlluminatingStrikeImprovementTitle	Amélioration de la frappe éclairante
Subclass/&BarbarianPathOfTheLightIlluminatingStrikeTitle	Frappe éclairante
